כתובת,מהות הבקשה,pdf_url,תאריך,date_parsed,row_id,pdf_status,תאריך_הדפסה,מתאריך,עד_תאריך,שם_בעל_הרישיון,סיבת_הבקשה,סיבה_מילולית,ישוב,רחוב,מס,גוש,חלקה,מיני_עצים,מספרי_עצים,מספר_מינים_שחולצו
"רח' חב""ד",כריתה,https://rehovot.muni.il/uploads/n/1596965367.7665.pdf,22/08/20-22/08/23,2023-08-22,"רח' חב""ד|כריתה|https://rehovot.muni.il/uploads/n/1596965367.7665.pdf|22/08/20-22/08/23",http_200_no_text,,,,,,,,,,,,,,
"דרך האצ""ל",כריתה,https://rehovot.muni.il/uploads/n/1596439923.6535.pdf,16/08/20-16/08/23,2023-08-16,"דרך האצ""ל|כריתה|https://rehovot.muni.il/uploads/n/1596439923.6535.pdf|16/08/20-16/08/23",http_200_no_text,,,,,,,,,,,,,,
ברקת 28,כריתה,https://www.rehovot.muni.il/uploads/n/1680424515.3633.pdf,16/04/23-16/08/23,2023-08-16,ברקת 28|כריתה|https://www.rehovot.muni.il/uploads/n/1680424515.3633.pdf|16/04/23-16/08/23,http_200_no_text,,,,,,,,,,,,,,
כובשי החרמון,כריתה,https://www.rehovot.muni.il/uploads/n/1680005673.6320.pdf,11/04/23-11/08/23,2023-08-11,כובשי החרמון|כריתה|https://www.rehovot.muni.il/uploads/n/1680005673.6320.pdf|11/04/23-11/08/23,http_200_no_text,,,,,,,,,,,,,,
יהודה דור 6,העתקה,https://rehovot.muni.il/uploads/n/1595851136.1182.pdf,09/08/20-09/08/23,2023-08-09,יהודה דור 6|העתקה|https://rehovot.muni.il/uploads/n/1595851136.1182.pdf|09/08/20-09/08/23,http_200_no_text,,,,,,,,,,,,,,
יהודה דור 6,כריתה,https://rehovot.muni.il/uploads/n/1595851055.8988.pdf,09/08/20-09/08/23,2023-08-09,יהודה דור 6|כריתה|https://rehovot.muni.il/uploads/n/1595851055.8988.pdf|09/08/20-09/08/23,http_200_no_text,,,,,,,,,,,,,,
הר הרצוג 8,כריתה,https://rehovot.muni.il/uploads/n/1595828528.9552.pdf,08/08/20-08/08/23,2023-08-08,הר הרצוג 8|כריתה|https://rehovot.muni.il/uploads/n/1595828528.9552.pdf|08/08/20-08/08/23,http_200_no_text,,,,,,,,,,,,,,
צבי שטיינמן 3,כריתה,https://www.rehovot.muni.il/uploads/n/1679466849.2286.pdf,04/04/23-04/08/23,2023-08-04,צבי שטיינמן 3|כריתה|https://www.rehovot.muni.il/uploads/n/1679466849.2286.pdf|04/04/23-04/08/23,http_200_no_text,,,,,,,,,,,,,,
הרצל 103,כריתה,https://www.rehovot.muni.il/uploads/n/1679308218.5673.pdf,03/04/23-03/08/23,2023-08-03,הרצל 103|כריתה|https://www.rehovot.muni.il/uploads/n/1679308218.5673.pdf|03/04/23-03/08/23,http_200_no_text,,,,,,,,,,,,,,
עמוס דניאלי 29,כריתה,https://rehovot.muni.il/uploads/n/1595246041.5903.pdf,02/08/20-02/08/23,2023-08-02,עמוס דניאלי 29|כריתה|https://rehovot.muni.il/uploads/n/1595246041.5903.pdf|02/08/20-02/08/23,http_200_no_text,,,,,,,,,,,,,,
בתיה מקוב 27-29,כריתה,https://rehovot.muni.il/uploads/n/1595228615.3997.pdf,01/08/20-01/08/23,2023-08-01,בתיה מקוב 27-29|כריתה|https://rehovot.muni.il/uploads/n/1595228615.3997.pdf|01/08/20-01/08/23,http_200_no_text,,,,,,,,,,,,,,
זכריה מדאר 15,כריתה,https://rehovot.muni.il/uploads/n/1594899381.9376.pdf,29/07/20-29/07/23,2023-07-29,זכריה מדאר 15|כריתה|https://rehovot.muni.il/uploads/n/1594899381.9376.pdf|29/07/20-29/07/23,http_200_no_text,,,,,,,,,,,,,,
אחד העם 10,כריתה,https://www.rehovot.muni.il/uploads/n/1678862812.7772.pdf,28/03/23-28/07/23,2023-07-28,אחד העם 10|כריתה|https://www.rehovot.muni.il/uploads/n/1678862812.7772.pdf|28/03/23-28/07/23,http_200_no_text,,,,,,,,,,,,,,
מרדכי אנילביץ 29,כריתה,https://www.rehovot.muni.il/uploads/n/1678625564.3410.pdf,26/03/23-26/07/23,2023-07-26,מרדכי אנילביץ 29|כריתה|https://www.rehovot.muni.il/uploads/n/1678625564.3410.pdf|26/03/23-26/07/23,http_200_no_text,,,,,,,,,,,,,,
הר המוריה 19,כריתה,https://www.rehovot.muni.il/uploads/n/1678629925.5335.pdf,26/03/23-26/07/23,2023-07-26,הר המוריה 19|כריתה|https://www.rehovot.muni.il/uploads/n/1678629925.5335.pdf|26/03/23-26/07/23,http_200_no_text,,,,,,,,,,,,,,
מאור יוסף,כריתה,https://www.rehovot.muni.il/uploads/n/1678349875.8932.pdf,23/03/23-23/07/23,2023-07-23,מאור יוסף|כריתה|https://www.rehovot.muni.il/uploads/n/1678349875.8932.pdf|23/03/23-23/07/23,http_200_no_text,,,,,,,,,,,,,,
סטרומה,כריתה,https://www.rehovot.muni.il/uploads/n/1678349895.7253.pdf,23/03/23-23/07/23,2023-07-23,סטרומה|כריתה|https://www.rehovot.muni.il/uploads/n/1678349895.7253.pdf|23/03/23-23/07/23,http_200_no_text,,,,,,,,,,,,,,
מאור יוסף,כריתה,https://www.rehovot.muni.il/uploads/n/1678863214.3150.pdf,23/03/23-23/07/23,2023-07-23,מאור יוסף|כריתה|https://www.rehovot.muni.il/uploads/n/1678863214.3150.pdf|23/03/23-23/07/23,http_200_no_text,,,,,,,,,,,,,,
סטרומה,כריתה,https://www.rehovot.muni.il/uploads/n/1678863072.9081.pdf,23/03/23-23/07/23,2023-07-23,סטרומה|כריתה|https://www.rehovot.muni.il/uploads/n/1678863072.9081.pdf|23/03/23-23/07/23,http_200_no_text,,,,,,,,,,,,,,
בארי 25,כריתה,https://rehovot.muni.il/uploads/n/1594112327.6344.pdf,20/07/20-20/07/23,2023-07-20,בארי 25|כריתה|https://rehovot.muni.il/uploads/n/1594112327.6344.pdf|20/07/20-20/07/23,http_200_no_text,,,,,,,,,,,,,,
אברהם פינקס,כריתה,https://www.rehovot.muni.il/uploads/n/1677592566.5712.pdf,14/03/23-14/07/23,2023-07-14,אברהם פינקס|כריתה|https://www.rehovot.muni.il/uploads/n/1677592566.5712.pdf|14/03/23-14/07/23,http_200_no_text,,,,,,,,,,,,,,
אוריאל מנוחין 24,כריתה,https://www.rehovot.muni.il/uploads/n/1676994158.9748.pdf,07/03/23-07/07/23,2023-07-07,אוריאל מנוחין 24|כריתה|https://www.rehovot.muni.il/uploads/n/1676994158.9748.pdf|07/03/23-07/07/23,http_200_no_text,,,,,,,,,,,,,,
מצדה 10,כריתה,https://www.rehovot.muni.il/uploads/n/1676891706.5856.pdf,06/03/23-06/07/23,2023-07-06,מצדה 10|כריתה|https://www.rehovot.muni.il/uploads/n/1676891706.5856.pdf|06/03/23-06/07/23,http_200_no_text,,,,,,,,,,,,,,
לוין אפשטיין 45,כריתה,https://www.rehovot.muni.il/uploads/n/1676205786.1659.pdf,26/02/23-26/06/23,2023-06-26,לוין אפשטיין 45|כריתה|https://www.rehovot.muni.il/uploads/n/1676205786.1659.pdf|26/02/23-26/06/23,http_200_no_text,,,,,,,,,,,,,,
אליעזר בן יהודה 16,כריתה,https://www.rehovot.muni.il/uploads/n/1677420078.4580.pdf,26/02/23-26/06/23,2023-06-26,אליעזר בן יהודה 16|כריתה|https://www.rehovot.muni.il/uploads/n/1677420078.4580.pdf|26/02/23-26/06/23,http_200_no_text,,,,,,,,,,,,,,
הרצל,כריתה,https://www.rehovot.muni.il/uploads/n/1675936072.4205.pdf,23/02/23-23/06/23,2023-06-23,הרצל|כריתה|https://www.rehovot.muni.il/uploads/n/1675936072.4205.pdf|23/02/23-23/06/23,http_200_no_text,,,,,,,,,,,,,,
עמיאל רוזנסקי,כריתה,https://www.rehovot.muni.il/uploads/n/1675935147.1642.pdf,23/02/23-23/06/23,2023-06-23,עמיאל רוזנסקי|כריתה|https://www.rehovot.muni.il/uploads/n/1675935147.1642.pdf|23/02/23-23/06/23,http_200_no_text,,,,,,,,,,,,,,
מקס שיין 7 (מדרכה),כריתה,https://www.rehovot.muni.il/uploads/n/1675927149.2100.pdf,20/02/23-20/06/23,2023-06-20,מקס שיין 7 (מדרכה)|כריתה|https://www.rehovot.muni.il/uploads/n/1675927149.2100.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
הרצל 184,כריתה,https://www.rehovot.muni.il/uploads/n/1675927198.1138.pdf,20/02/23-20/06/23,2023-06-20,הרצל 184|כריתה|https://www.rehovot.muni.il/uploads/n/1675927198.1138.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
אשבל 1,כריתה,https://www.rehovot.muni.il/uploads/n/1675927249.3870.pdf,20/02/23-20/06/23,2023-06-20,אשבל 1|כריתה|https://www.rehovot.muni.il/uploads/n/1675927249.3870.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
הסביון 5,כריתה,https://www.rehovot.muni.il/uploads/n/1675775969.7397.pdf,20/02/23-20/06/23,2023-06-20,הסביון 5|כריתה|https://www.rehovot.muni.il/uploads/n/1675775969.7397.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
הסביון 5,כריתה,https://www.rehovot.muni.il/uploads/n/1675927089.2864.pdf,20/02/23-20/06/23,2023-06-20,הסביון 5|כריתה|https://www.rehovot.muni.il/uploads/n/1675927089.2864.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
ההגנה 21,כריתה,https://www.rehovot.muni.il/uploads/n/1676898021.3247.pdf,20/02/23-20/06/23,2023-06-20,ההגנה 21|כריתה|https://www.rehovot.muni.il/uploads/n/1676898021.3247.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
מקס שיין 7,כריתה,https://www.rehovot.muni.il/uploads/n/1675674470.6778.pdf,20/02/23-20/06/23,2023-06-20,מקס שיין 7|כריתה|https://www.rehovot.muni.il/uploads/n/1675674470.6778.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
קלמן גבריאלוב 22,כריתה,https://www.rehovot.muni.il/uploads/n/1675927304.1638.pdf,20/02/23-20/06/23,2023-06-20,קלמן גבריאלוב 22|כריתה|https://www.rehovot.muni.il/uploads/n/1675927304.1638.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
אשבל 1,כריתה,https://www.rehovot.muni.il/uploads/n/1675672878.1044.pdf,20/02/23-20/06/23,2023-06-20,אשבל 1|כריתה|https://www.rehovot.muni.il/uploads/n/1675672878.1044.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
קלמן גבריאלוב 22,כריתה,https://www.rehovot.muni.il/uploads/n/1675672869.6294.pdf,20/02/23-20/06/23,2023-06-20,קלמן גבריאלוב 22|כריתה|https://www.rehovot.muni.il/uploads/n/1675672869.6294.pdf|20/02/23-20/06/23,http_200_no_text,,,,,,,,,,,,,,
הדגניות,כריתה,https://www.rehovot.muni.il/uploads/n/1674721981.6254.pdf,09/02/23-09/06/23,2023-06-09,הדגניות|כריתה|https://www.rehovot.muni.il/uploads/n/1674721981.6254.pdf|09/02/23-09/06/23,http_200_no_text,,,,,,,,,,,,,,
בנימין 34,כריתה,https://www.rehovot.muni.il/uploads/n/1674633345.4061.pdf,07/06/23-07/06/23,2023-06-07,בנימין 34|כריתה|https://www.rehovot.muni.il/uploads/n/1674633345.4061.pdf|07/06/23-07/06/23,http_200_no_text,,,,,,,,,,,,,,
זכריה מדאר,כריתה,https://www.rehovot.muni.il/uploads/n/1674633244.4522.pdf,07/02/23-07/06/23,2023-06-07,זכריה מדאר|כריתה|https://www.rehovot.muni.il/uploads/n/1674633244.4522.pdf|07/02/23-07/06/23,http_200_no_text,,,,,,,,,,,,,,
מוטה גור,כריתה,https://www.rehovot.muni.il/uploads/n/1674561243.2413.pdf,07/02/23-07/06/23,2023-06-07,מוטה גור|כריתה|https://www.rehovot.muni.il/uploads/n/1674561243.2413.pdf|07/02/23-07/06/23,http_200_no_text,,,,,,,,,,,,,,
שדרות גלוסקין 1,כריתה,https://www.rehovot.muni.il/uploads/n/1674132491.9139.pdf,02/02/23-02/06/23,2023-06-02,שדרות גלוסקין 1|כריתה|https://www.rehovot.muni.il/uploads/n/1674132491.9139.pdf|02/02/23-02/06/23,http_200_no_text,,,,,,,,,,,,,,
דוד אלעזר,כריתה,https://www.rehovot.muni.il/uploads/n/1674132376.8111.pdf,02/02/23-02/06/23,2023-06-02,דוד אלעזר|כריתה|https://www.rehovot.muni.il/uploads/n/1674132376.8111.pdf|02/02/23-02/06/23,http_200_no_text,,,,,,,,,,,,,,
ארתור רופין 3,כריתה,https://rehovot.muni.il/uploads/n/1589981687.6511.pdf,02/06/20-02/06/23,2023-06-02,ארתור רופין 3|כריתה|https://rehovot.muni.il/uploads/n/1589981687.6511.pdf|02/06/20-02/06/23,http_200_no_text,,,,,,,,,,,,,,
הרב שיבר,כריתה,https://www.rehovot.muni.il/uploads/n/1673772066.9587.pdf,29/01/23-29/05/23,2023-05-29,הרב שיבר|כריתה|https://www.rehovot.muni.il/uploads/n/1673772066.9587.pdf|29/01/23-29/05/23,http_200_no_text,,,,,,,,,,,,,,
דוד אלעזר 22,כריתה,https://www.rehovot.muni.il/uploads/n/1673772003.4583.pdf,29/01/23-29/05/23,2023-05-29,דוד אלעזר 22|כריתה|https://www.rehovot.muni.il/uploads/n/1673772003.4583.pdf|29/01/23-29/05/23,http_200_no_text,,,,,,,,,,,,,,
חזון איש,כריתה,https://www.rehovot.muni.il/uploads/n/1674715592.2794.pdf,24/01/23-24/05/23,2023-05-24,חזון איש|כריתה|https://www.rehovot.muni.il/uploads/n/1674715592.2794.pdf|24/01/23-24/05/23,http_200_no_text,,,,,,,,,,,,,,
דרך יבנה 16,כריתה,https://rehovot.muni.il/uploads/n/1588837242.8673.pdf,19/05/20-19/05/23,2023-05-19,דרך יבנה 16|כריתה|https://rehovot.muni.il/uploads/n/1588837242.8673.pdf|19/05/20-19/05/23,http_200_no_text,,,,,,,,,,,,,,
נופר,כריתה,https://www.rehovot.muni.il/uploads/n/1672813372.6382.pdf,17/01/23-17/05/23,2023-05-17,נופר|כריתה|https://www.rehovot.muni.il/uploads/n/1672813372.6382.pdf|17/01/23-17/05/23,http_200_no_text,,,,,,,,,,,,,,
הבעל שם טוב 16,כריתה,https://www.rehovot.muni.il/uploads/n/1672655136.5356.pdf,16/01/23-16/05/23,2023-05-16,הבעל שם טוב 16|כריתה|https://www.rehovot.muni.il/uploads/n/1672655136.5356.pdf|16/01/23-16/05/23,http_200_no_text,,,,,,,,,,,,,,
יוסף כבושי 9,כריתה,https://www.rehovot.muni.il/uploads/n/1672659612.9295.pdf,16/01/23-16/05/23,2023-05-16,יוסף כבושי 9|כריתה|https://www.rehovot.muni.il/uploads/n/1672659612.9295.pdf|16/01/23-16/05/23,http_200_no_text,,,,,,,,,,,,,,
מנוחה ונחלה 49,כריתה,https://www.rehovot.muni.il/uploads/n/1672659727.9404.pdf,16/01/23-16/05/23,2023-05-16,מנוחה ונחלה 49|כריתה|https://www.rehovot.muni.il/uploads/n/1672659727.9404.pdf|16/01/23-16/05/23,http_200_no_text,,,,,,,,,,,,,,
אהרון אייזנברג 11,כריתה,https://www.rehovot.muni.il/uploads/n/1672751694.4442.pdf,03/01/23-03/05/23,2023-05-03,אהרון אייזנברג 11|כריתה|https://www.rehovot.muni.il/uploads/n/1672751694.4442.pdf|03/01/23-03/05/23,http_200_no_text,,,,,,,,,,,,,,
רחל הרשנזון,כריתה,https://www.rehovot.muni.il/uploads/n/1671459037.1853.pdf,02/01/23-02/05/23,2023-05-02,רחל הרשנזון|כריתה|https://www.rehovot.muni.il/uploads/n/1671459037.1853.pdf|02/01/23-02/05/23,http_200_no_text,,,,,,,,,,,,,,
זכריה מאדר 26,כריתה,https://www.rehovot.muni.il/uploads/n/1671357922.6961.pdf,01/01/23-01/05/23,2023-05-01,זכריה מאדר 26|כריתה|https://www.rehovot.muni.il/uploads/n/1671357922.6961.pdf|01/01/23-01/05/23,http_200_no_text,,,,,,,,,,,,,,
עמיאל רוזנסקי,כריתה,https://www.rehovot.muni.il/uploads/n/1671345787.8474.pdf,01/01/23-01/05/23,2023-05-01,עמיאל רוזנסקי|כריתה|https://www.rehovot.muni.il/uploads/n/1671345787.8474.pdf|01/01/23-01/05/23,http_200_no_text,,,,,,,,,,,,,,
מנדלי מוכר ספרים 2,כריתה,https://www.rehovot.muni.il/uploads/n/1671108478.6453.pdf,29/12/22-29/04/23,2023-04-29,מנדלי מוכר ספרים 2|כריתה|https://www.rehovot.muni.il/uploads/n/1671108478.6453.pdf|29/12/22-29/04/23,http_200_no_text,,,,,,,,,,,,,,
אברהם גולדברג 6,כריתה,https://www.rehovot.muni.il/uploads/n/1672126141.1741.pdf,26/12/22-26/04/23,2023-04-26,אברהם גולדברג 6|כריתה|https://www.rehovot.muni.il/uploads/n/1672126141.1741.pdf|26/12/22-26/04/23,http_200_no_text,,,,,,,,,,,,,,
רח' טובה וטוביה מילר 4,כריתה,https://rehovot.muni.il/uploads/n/1584004759.9543.pdf,24/03/20-24/04/23,2023-04-24,רח' טובה וטוביה מילר 4|כריתה|https://rehovot.muni.il/uploads/n/1584004759.9543.pdf|24/03/20-24/04/23,http_200_no_text,,,,,,,,,,,,,,
יהושוע בן חנניה 67,כריתה,https://www.rehovot.muni.il/uploads/n/1670227687.5430.pdf,19/12/22-19/04/23,2023-04-19,יהושוע בן חנניה 67|כריתה|https://www.rehovot.muni.il/uploads/n/1670227687.5430.pdf|19/12/22-19/04/23,http_200_no_text,,,,,,,,,,,,,,
מוטה גור 30,כריתה,https://www.rehovot.muni.il/uploads/n/1670241826.8338.pdf,19/12/22-19/04/23,2023-04-19,מוטה גור 30|כריתה|https://www.rehovot.muni.il/uploads/n/1670241826.8338.pdf|19/12/22-19/04/23,http_200_no_text,,,,,,,,,,,,,,
התנאים,כריתה,https://www.rehovot.muni.il/uploads/n/1669794230.4512.pdf,13/12/22-13/04/23,2023-04-13,התנאים|כריתה|https://www.rehovot.muni.il/uploads/n/1669794230.4512.pdf|13/12/22-13/04/23,http_200_no_text,,,,,,,,,,,,,,
בנימין 24,כריתה,https://www.rehovot.muni.il/uploads/n/1669637185.7632.pdf,12/12/22-12/04/23,2023-04-12,בנימין 24|כריתה|https://www.rehovot.muni.il/uploads/n/1669637185.7632.pdf|12/12/22-12/04/23,http_200_no_text,,,,,,,,,,,,,,
הרב מוהליבר 10,כריתה,https://www.rehovot.muni.il/uploads/n/1669621468.7998.pdf,12/12/22-12/04/23,2023-04-12,הרב מוהליבר 10|כריתה|https://www.rehovot.muni.il/uploads/n/1669621468.7998.pdf|12/12/22-12/04/23,http_200_no_text,,,,,,,,,,,,,,
דוד כוכבי,כריתה,https://www.rehovot.muni.il/uploads/n/1669637513.7048.pdf,12/12/22-12/04/23,2023-04-12,דוד כוכבי|כריתה|https://www.rehovot.muni.il/uploads/n/1669637513.7048.pdf|12/12/22-12/04/23,http_200_no_text,,,,,,,,,,,,,,
הדגניות 8,כריתה,https://www.rehovot.muni.il/uploads/n/1670827334.4882.pdf,11/12/22-11/04/23,2023-04-11,הדגניות 8|כריתה|https://www.rehovot.muni.il/uploads/n/1670827334.4882.pdf|11/12/22-11/04/23,http_200_no_text,,,,,,,,,,,,,,
הדולב,כריתה,https://www.rehovot.muni.il/uploads/n/1672215913.9834.pdf,10/01/23-10/04/23,2023-04-10,הדולב|כריתה|https://www.rehovot.muni.il/uploads/n/1672215913.9834.pdf|10/01/23-10/04/23,http_200_no_text,,,,,,,,,,,,,,
צבי ארליך 8,כריתה,https://www.rehovot.muni.il/uploads/n/1672215739.6793.pdf,10/01/23-10/04/23,2023-04-10,צבי ארליך 8|כריתה|https://www.rehovot.muni.il/uploads/n/1672215739.6793.pdf|10/01/23-10/04/23,http_200_no_text,,,,,,,,,,,,,,
שאול טשרניחובסקי 60,כריתה,https://www.rehovot.muni.il/uploads/n/1679825660.6382.pdf,09/04/23-09/04/23,2023-04-09,שאול טשרניחובסקי 60|כריתה|https://www.rehovot.muni.il/uploads/n/1679825660.6382.pdf|09/04/23-09/04/23,http_200_no_text,,,,,,,,,,,,,,
"תר""ן 7",כריתה,https://www.rehovot.muni.il/uploads/n/1679825784.8851.pdf,09/04/23-09/04/23,2023-04-09,"תר""ן 7|כריתה|https://www.rehovot.muni.il/uploads/n/1679825784.8851.pdf|09/04/23-09/04/23",http_200_no_text,,,,,,,,,,,,,,
בילו 2,כריתה,https://www.rehovot.muni.il/uploads/n/1669184353.9107.pdf,06/12/22-06/04/23,2023-04-06,בילו 2|כריתה|https://www.rehovot.muni.il/uploads/n/1669184353.9107.pdf|06/12/22-06/04/23,http_200_no_text,,,,,,,,,,,,,,
משה יתום,כריתה,https://www.rehovot.muni.il/uploads/n/1669103263.4333.pdf,06/12/22-06/04/23,2023-04-06,משה יתום|כריתה|https://www.rehovot.muni.il/uploads/n/1669103263.4333.pdf|06/12/22-06/04/23,http_200_no_text,,,,,,,,,,,,,,
אברהם בשארי,כריתה,https://www.rehovot.muni.il/uploads/n/1669119680.1751.pdf,06/12/22-06/04/23,2023-04-06,אברהם בשארי|כריתה|https://www.rehovot.muni.il/uploads/n/1669119680.1751.pdf|06/12/22-06/04/23,http_200_no_text,,,,,,,,,,,,,,
רמז 96 א,כריתה,https://www.rehovot.muni.il/uploads/n/1669123317.4792.pdf,06/12/22-06/04/23,2023-04-06,רמז 96 א|כריתה|https://www.rehovot.muni.il/uploads/n/1669123317.4792.pdf|06/12/22-06/04/23,http_200_no_text,,,,,,,,,,,,,,
אברהם מאפו 7,כריתה,https://www.rehovot.muni.il/uploads/n/1669012520.3389.pdf,04/12/22-04/04/23,2023-04-04,אברהם מאפו 7|כריתה|https://www.rehovot.muni.il/uploads/n/1669012520.3389.pdf|04/12/22-04/04/23,http_200_no_text,,,,,,,,,,,,,,
פשוש 5,כריתה,https://www.rehovot.muni.il/uploads/n/1669012572.6908.pdf,04/12/22-04/04/23,2023-04-04,פשוש 5|כריתה|https://www.rehovot.muni.il/uploads/n/1669012572.6908.pdf|04/12/22-04/04/23,http_200_no_text,,,,,,,,,,,,,,
שלמה לוי,כריתה,https://www.rehovot.muni.il/uploads/n/1669012683.6408.pdf,04/12/22-04/04/23,2023-04-04,שלמה לוי|כריתה|https://www.rehovot.muni.il/uploads/n/1669012683.6408.pdf|04/12/22-04/04/23,http_200_no_text,,,,,,,,,,,,,,
נחום קסלמן,כריתה,https://www.rehovot.muni.il/uploads/n/1669012733.7024.pdf,04/12/22-04/04/23,2023-04-04,נחום קסלמן|כריתה|https://www.rehovot.muni.il/uploads/n/1669012733.7024.pdf|04/12/22-04/04/23,http_200_no_text,,,,,,,,,,,,,,
הרצל כניסה צפונית,כריתה,https://www.rehovot.muni.il/uploads/n/1668515956.3870.pdf,29/11/22-29/03/23,2023-03-29,הרצל כניסה צפונית|כריתה|https://www.rehovot.muni.il/uploads/n/1668515956.3870.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
הר המוריה,כריתה,https://www.rehovot.muni.il/uploads/n/1668494837.8842.pdf,29/11/22-29/03/23,2023-03-29,הר המוריה|כריתה|https://www.rehovot.muni.il/uploads/n/1668494837.8842.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
האצל חורשת האצל,כריתה,https://www.rehovot.muni.il/uploads/n/1668514624.3669.pdf,29/11/22-29/03/23,2023-03-29,האצל חורשת האצל|כריתה|https://www.rehovot.muni.il/uploads/n/1668514624.3669.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
הרצל,כריתה,https://www.rehovot.muni.il/uploads/n/1668514426.1645.pdf,29/11/22-29/03/23,2023-03-29,הרצל|כריתה|https://www.rehovot.muni.il/uploads/n/1668514426.1645.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
משה פורר,כריתה,https://www.rehovot.muni.il/uploads/n/1668516174.9993.pdf,29/11/22-29/03/23,2023-03-29,משה פורר|כריתה|https://www.rehovot.muni.il/uploads/n/1668516174.9993.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
דרך בגין,כריתה,https://www.rehovot.muni.il/uploads/n/1668517658.6595.pdf,29/11/22-29/03/23,2023-03-29,דרך בגין|כריתה|https://www.rehovot.muni.il/uploads/n/1668517658.6595.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
הכרמל 6 דירה 2,כריתה,https://www.rehovot.muni.il/uploads/n/1668521375.1746.pdf,29/11/22-29/03/23,2023-03-29,הכרמל 6 דירה 2|כריתה|https://www.rehovot.muni.il/uploads/n/1668521375.1746.pdf|29/11/22-29/03/23,http_200_no_text,,,,,,,,,,,,,,
דר מוסקוביץ 36,כריתה,https://www.rehovot.muni.il/uploads/n/1668433707.2558.pdf,28/11/22-28/03/23,2023-03-28,דר מוסקוביץ 36|כריתה|https://www.rehovot.muni.il/uploads/n/1668433707.2558.pdf|28/11/22-28/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' בילו 2,כריתה,https://www.rehovot.muni.il/uploads/n/1668340258.4293.pdf,27/11/22-27/3/23,2023-03-27,רח' בילו 2|כריתה|https://www.rehovot.muni.il/uploads/n/1668340258.4293.pdf|27/11/22-27/3/23,http_200_no_text,,,,,,,,,,,,,,
רח'  בילו 2,כריתה,https://www.rehovot.muni.il/uploads/n/1668349445.8983.pdf,27/11/22-27/03/23,2023-03-27,רח'  בילו 2|כריתה|https://www.rehovot.muni.il/uploads/n/1668349445.8983.pdf|27/11/22-27/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' זכריה גלוסקא מס' 2,כריתה,https://rehovot.muni.il/uploads/n/1584256824.6056.pdf,25/03/20-25/03/23,2023-03-25,רח' זכריה גלוסקא מס' 2|כריתה|https://rehovot.muni.il/uploads/n/1584256824.6056.pdf|25/03/20-25/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' ברוך שפינוזה מס' 20,כריתה,https://rehovot.muni.il/uploads/n/1584017609.3018.pdf,21/03/20-21/03/23,2023-03-21,רח' ברוך שפינוזה מס' 20|כריתה|https://rehovot.muni.il/uploads/n/1584017609.3018.pdf|21/03/20-21/03/23,http_200_no_text,,,,,,,,,,,,,,
רח' ברוך שפינוזה 28,כריתה,https://rehovot.muni.il/uploads/n/1583671241.6444.pdf,21/03/20-21/03/23,2023-03-21,רח' ברוך שפינוזה 28|כריתה|https://rehovot.muni.il/uploads/n/1583671241.6444.pdf|21/03/20-21/03/23,http_200_no_text,,,,,,,,,,,,,,
הפרג,כריתה,https://www.rehovot.muni.il/uploads/n/1668516076.4821.pdf,15/11/22-15/03/23,2023-03-15,הפרג|כריתה|https://www.rehovot.muni.il/uploads/n/1668516076.4821.pdf|15/11/22-15/03/23,http_200_no_text,,,,,,,,,,,,,,
הרצל,כריתה,https://www.rehovot.muni.il/uploads/n/1668516720.4996.pdf,15/11/22-15/03/23,2023-03-15,הרצל|כריתה|https://www.rehovot.muni.il/uploads/n/1668516720.4996.pdf|15/11/22-15/03/23,http_200_no_text,,,,,,,,,,,,,,
טובה וטוביה מילר 13,כריתה,https://www.rehovot.muni.il/uploads/n/1667387698.4037.pdf,14/11/22-14/03/23,2023-03-14,טובה וטוביה מילר 13|כריתה|https://www.rehovot.muni.il/uploads/n/1667387698.4037.pdf|14/11/22-14/03/23,http_200_no_text,,,,,,,,,,,,,,
